ID,Girls_max,Boys_max,Total
354-3543501,15,15,30
354-3543503,20,25,45
354-3543505,14,16,30
354-3543506,17,13,30
354-3543507,16,14,30
354-3543508,26,31,57
354-3543510,22,23,45
354-3543511,42,44,86
354-3543512,38,38,76
354-3543513,39,51,90
354-3545200,22,22,44
354-3545201,36,24,60
354-3545202,14,16,30
354-3545203,17,15,32
354-3545204,13,17,30
354-3545205,25,20,45
354-3547006,0,1,1
354-3547013,5,10,15
354-3547014,7,14,21
355-3550611,0,0,0
355-3551103,0,1,1
355-3552000,16,14,30
355-3552001,32,30,62
355-3552004,18,9,27
355-3552007,36,51,87
355-3552011,18,19,37
355-3552026,17,12,29
355-3552036,11,12,23
355-3552040,21,18,39
355-3552041,32,39,71
355-3552042,32,26,58
355-3552043,12,18,30
355-3552051,20,11,31
355-3552052,19,25,44
355-3552057,13,30,43
355-3552059,20,38,58
355-3552061,29,33,62
355-3552062,16,24,40
355-3552063,14,16,30
355-3552065,19,25,44
355-3552070,39,41,80
355-3552072,22,32,54
355-3552073,33,25,58
355-3552074,26,33,59
355-3552075,13,14,27
355-3552076,7,10,17
355-3552081,14,11,25
355-3552082,19,11,30
355-3552085,13,13,26
355-3552088,11,13,24
355-3552090,33,27,60
355-3552091,16,14,30
355-3552092,32,28,60
355-3552095,26,31,57
355-3552096,24,31,55
355-3552097,10,20,30
355-3552098,36,36,72
355-3553006,14,14,28
355-3553008,27,26,53
355-3553017,17,27,44
355-3553025,12,18,30
355-3553030,26,34,60
355-3553031,12,12,24
355-3553033,13,14,27
355-3553034,12,14,26
355-3553037,12,15,27
355-3553039,20,10,30
355-3553040,14,15,29
355-3553041,12,18,30
355-3553042,16,24,40
355-3553043,11,19,30
355-3553302,12,18,30
355-3553317,14,12,26
355-3553504,16,14,30
355-3553506,21,20,41
355-3553511,17,10,27
355-3553512,27,32,59
355-3553513,14,16,30
355-3553514,12,16,28
355-3553515,16,14,30
355-3553516,15,15,30
355-3553518,16,13,29
355-3553519,13,17,30
355-3553520,15,15,30
355-3553521,9,21,30
355-3553525,19,12,31
355-3553602,15,14,29
355-3553609,16,14,30
355-3553612,10,16,26
355-3553615,12,13,25
355-3553618,25,34,59
355-3553622,25,22,47
355-3553625,34,27,61
355-3553802,37,28,65
355-3553803,27,25,52
355-3553806,28,23,51
355-3556006,0,0,0
355-3556027,0,0,0
355-3556039,0,0,0
355-3557025,0,0,0
355-3557027,0,1,1
355-3557029,8,18,26
356-3561103,0,0,0
356-3562000,18,18,36
356-3562006,41,48,89
356-3562007,9,21,30
356-3562010,18,11,29
356-3562011,26,28,54
356-3562012,12,11,23
356-3562015,36,38,74
356-3562017,12,13,25
356-3562021,19,21,40
356-3562027,10,25,35
356-3562030,26,33,59
356-3562032,14,16,30
356-3562035,33,27,60
356-3562038,39,45,84
356-3562039,22,11,33
356-3562044,13,10,23
356-3562047,44,46,90
356-3562048,10,14,24
356-3562049,17,13,30
356-3562052,9,10,19
356-3562053,30,18,48
356-3562057,12,17,29
356-3562058,12,17,29
356-3562064,33,35,68
356-3562066,31,29,60
356-3562067,36,24,60
356-3562079,14,16,30
356-3562080,19,14,33
356-3562081,33,30,63
356-3562082,20,21,41
356-3562083,31,29,60
356-3562084,34,42,76
356-3562087,13,17,30
356-3562088,16,15,31
356-3562089,11,19,30
356-3562090,21,15,36
356-3562091,21,22,43
356-3562092,15,11,26
356-3562103,30,30,60
356-3562104,10,21,31
356-3562105,19,12,31
356-3562107,9,17,26
356-3562108,15,15,30
356-3562111,15,16,31
356-3562112,29,31,60
356-3562113,23,22,45
356-3562114,28,24,52
356-3562116,30,31,61
356-3562119,42,32,74
356-3562120,24,16,40
356-3562284,30,28,58
356-3563000,15,16,31
356-3563001,11,18,29
356-3563002,18,23,41
356-3563005,13,17,30
356-3563006,10,19,29
356-3563008,14,20,34
356-3563009,11,20,31
356-3563010,20,10,30
356-3563501,44,46,90
356-3563505,21,19,40
356-3563506,14,17,31
356-3563507,15,13,28
356-3563509,15,15,30
356-3563510,11,21,32
356-3563515,17,10,27
356-3563516,12,19,31
356-3563517,10,9,19
356-3563518,17,14,31
356-3563519,16,13,29
356-3563520,13,18,31
356-3563521,33,34,67
356-3563522,30,29,59
356-3563524,32,28,60
356-3563525,26,35,61
356-3563526,30,32,62
356-3563528,33,32,65
356-3563529,33,36,69
356-3563530,29,36,65
356-3566030,0,0,0
356-3567103,0,5,5
356-3567502,1,2,3
356-3567504,0,3,3
356-3567506,5,9,14
356-3567510,0,6,6
357-3571103,0,2,2
357-3572000,34,20,54
357-3572001,21,23,44
357-3572004,9,14,23
357-3572005,17,11,28
357-3572006,26,29,55
357-3572008,51,35,86
357-3572009,0,0,0
357-3572010,0,0,0
357-3572011,15,13,28
357-3572014,16,14,30
357-3572015,13,24,37
357-3572018,25,29,54
357-3572019,25,33,58
357-3572020,11,15,26
357-3572021,19,24,43
357-3572024,28,20,48
357-3572025,11,20,31
357-3572026,14,9,23
357-3572027,18,11,29
357-3572032,13,16,29
357-3572033,35,25,60
357-3572034,30,30,60
357-3572037,23,35,58
357-3572038,23,30,53
357-3572039,16,13,29
357-3572040,31,29,60
357-3572042,27,33,60
357-3572045,23,32,55
357-3572046,32,27,59
357-3572049,37,22,59
357-3572051,13,7,20
357-3572053,29,28,57
357-3572055,23,22,45
357-3572056,10,20,30
357-3572058,26,27,53
357-3572061,30,29,59
357-3572063,13,18,31
357-3572064,22,10,32
357-3572066,29,30,59
357-3572068,33,26,59
357-3572069,26,32,58
357-3572077,36,26,62
357-3572078,19,25,44
357-3572079,18,11,29
357-3572080,34,26,60
357-3572081,25,34,59
357-3573000,11,19,30
357-3573001,5,8,13
357-3573003,17,14,31
357-3573019,16,14,30
357-3573020,13,17,30
357-3573022,13,16,29
357-3573026,14,16,30
357-3573027,13,11,24
357-3573301,17,14,31
357-3573303,14,6,20
357-3573304,16,15,31
357-3573305,12,14,26
357-3573308,17,15,32
357-3573309,12,19,31
357-3573310,17,11,28
357-3573311,13,15,28
357-3573312,14,18,32
357-3573313,19,10,29
357-3573314,13,15,28
357-3573316,18,12,30
357-3573317,13,10,23
357-3573319,28,29,57
357-3573322,14,14,28
357-3573323,28,31,59
357-3573324,14,13,27
357-3573325,15,17,32
357-3573326,17,17,34
357-3573327,15,14,29
357-3573331,11,17,28
357-3577001,1,11,12
357-3577002,0,2,2
357-3577009,2,14,16
358-3581103,0,0,0
358-3582000,32,28,60
358-3582001,21,15,36
358-3582002,18,14,32
358-3582003,31,39,70
358-3582005,13,17,30
358-3582006,47,45,92
358-3582007,28,28,56
358-3582008,26,33,59
358-3582009,9,21,30
358-3582011,14,18,32
358-3582012,15,16,31
358-3582013,12,17,29
358-3582014,32,25,57
358-3582015,21,24,45
358-3582018,23,24,47
358-3582019,41,48,89
358-3582021,35,31,66
358-3582022,20,25,45
358-3582023,40,30,70
358-3582024,24,35,59
358-3582025,25,30,55
358-3582026,34,29,63
358-3582028,29,30,59
358-3582033,33,26,59
358-3582041,28,41,69
358-3582042,33,37,70
358-3582044,29,33,62
358-3582046,9,11,20
358-3582047,30,27,57
358-3582049,40,47,87
358-3582050,31,32,63
358-3582052,53,30,83
358-3582056,30,30,60
358-3582058,18,21,39
358-3582061,17,14,31
358-3582063,14,16,30
358-3582071,27,33,60
358-3582076,26,32,58
358-3582077,33,26,59
358-3583005,10,18,28
358-3583301,25,37,62
358-3583304,49,46,95
358-3583305,22,26,48
358-3583307,18,16,34
358-3583308,18,17,35
358-3583309,12,18,30
358-3583310,14,10,24
358-3583311,18,13,31
358-3583312,29,31,60
358-3583313,13,15,28
358-3583314,13,18,31
358-3583316,24,18,42
358-3583318,14,14,28
358-3583319,27,18,45
358-3583324,16,15,31
358-3583325,22,23,45
358-3583327,16,14,30
358-3583330,17,12,29
358-3583331,13,16,29
358-3583332,43,49,92
358-3586018,0,0,0
358-3587000,3,7,10
358-3587002,1,6,7
358-3587003,0,9,9
358-3587005,3,4,7
358-3587503,2,10,12
359-3591108,0,1,1
359-3592000,13,15,28
359-3592005,25,29,54
359-3592006,12,19,31
359-3592007,21,10,31
359-3592009,17,12,29
359-3592010,12,18,30
359-3592013,17,49,66
359-3592015,22,24,46
359-3592017,25,36,61
359-3592023,13,18,31
359-3592026,35,27,62
359-3592027,0,0,0
359-3592030,16,14,30
359-3592031,19,10,29
359-3592032,30,29,59
359-3592033,11,18,29
359-3592034,16,13,29
359-3592036,19,26,45
359-3592037,21,21,42
359-3592039,16,14,30
359-3592040,12,19,31
359-3592043,33,28,61
359-3592045,12,13,25
359-3592046,19,26,45
359-3592047,25,34,59
359-3592049,34,26,60
359-3592050,12,5,17
359-3592051,28,30,58
359-3592053,16,14,30
359-3592058,31,29,60
359-3592062,17,13,30
359-3592064,48,39,87
359-3593007,15,13,28
359-3593010,18,12,30
359-3593015,12,15,27
359-3593022,11,10,21
359-3593023,13,15,28
359-3593025,15,15,30
359-3593027,19,10,29
359-3593029,38,39,77
359-3593030,34,23,57
359-3593300,17,12,29
359-3593306,29,29,58
359-3593308,6,25,31
359-3593315,17,13,30
359-3593326,13,17,30
359-3593329,22,22,44
359-3593331,31,28,59
359-3593336,20,25,45
359-3593338,16,11,27
359-3593350,16,13,29
359-3593357,42,41,83
359-3593358,8,6,14
359-3593360,16,21,37
359-3593361,10,11,21
359-3593362,10,20,30
359-3593363,16,14,30
359-3593364,16,13,29
359-3593366,27,22,49
359-3593367,25,34,59
359-3593370,16,14,30
359-3593373,14,17,31
359-3593374,14,16,30
359-3593376,11,9,20
359-3593377,13,17,30
359-3593378,16,14,30
359-3593379,15,15,30
359-3593382,26,24,50
359-3593383,6,14,20
359-3593386,14,13,27
359-3593387,9,11,20
359-3593388,23,38,61
359-3593389,16,16,32
359-3593390,14,15,29
359-3593393,12,18,30
359-3593394,13,15,28
359-3593396,12,7,19
359-3593397,10,12,22
359-3593400,14,16,30
359-3593403,23,22,45
359-3593405,13,17,30
359-3593406,11,18,29
359-3593407,12,17,29
359-3593411,30,14,44
359-3593412,13,18,31
359-3593413,18,12,30
359-3593414,17,13,30
359-3593415,14,16,30
359-3593419,14,16,30
359-3593423,31,30,61
359-3593424,19,12,31
359-3593425,22,23,45
359-3593426,14,9,23
359-3593427,13,12,25
359-3593429,25,19,44
359-3593431,12,17,29
359-3593432,10,20,30
359-3593433,29,23,52
359-3593434,15,22,37
359-3593436,29,31,60
359-3593437,31,28,59
359-3593438,19,29,48
359-3597001,0,6,6
359-3597002,6,7,13
359-3597018,0,10,10
359-3597020,2,17,19
370-3701101,0,2,2
370-3702000,28,32,60
370-3702001,12,14,26
370-3702003,33,25,58
370-3702009,20,21,41
370-3702010,16,17,33
370-3702015,11,15,26
370-3702016,15,9,24
370-3702022,14,18,32
370-3702023,12,20,32
370-3702024,24,33,57
370-3702026,27,22,49
370-3702036,13,17,30
370-3702038,7,9,16
370-3702039,11,9,20
370-3702040,18,17,35
370-3702041,26,23,49
370-3702043,13,19,32
370-3702044,34,25,59
370-3702049,9,17,26
370-3702050,21,15,36
370-3702051,20,20,40
370-3702052,27,19,46
370-3702053,14,23,37
370-3702056,18,32,50
370-3702057,19,10,29
370-3702059,15,25,40
370-3702061,22,18,40
370-3702066,9,4,13
370-3702068,17,18,35
370-3702075,9,10,19
370-3702076,11,11,22
370-3702077,11,11,22
370-3702078,15,13,28
370-3702079,12,15,27
370-3702082,11,12,23
370-3702085,16,15,31
370-3702088,15,17,32
370-3702089,15,12,27
370-3702098,20,22,42
370-3702099,15,10,25
370-3702100,18,25,43
370-3702101,17,23,40
370-3702107,18,14,32
370-3702109,17,13,30
370-3702120,11,18,29
370-3702121,16,17,33
370-3702122,15,15,30
370-3702123,24,31,55
370-3702124,9,14,23
370-3702125,13,17,30
370-3702126,18,31,49
370-3702129,11,18,29
370-3702130,12,17,29
370-3702132,22,19,41
370-3702133,24,16,40
370-3702134,20,28,48
370-3702135,10,16,26
370-3702136,27,23,50
370-3702138,25,16,41
370-3702140,19,20,39
370-3702141,21,19,40
370-3702142,23,22,45
370-3702143,21,18,39
370-3702145,13,18,31
370-3703004,14,16,30
370-3703007,10,12,22
370-3703011,10,19,29
370-3703302,23,9,32
370-3703304,10,17,27
370-3703312,18,17,35
370-3703313,16,13,29
370-3703314,17,13,30
370-3703317,9,11,20
370-3703318,5,10,15
370-3703320,11,9,20
370-3703323,26,33,59
370-3703324,25,30,55
370-3703326,31,26,57
370-3707009,5,16,21
370-3707010,1,7,8
371-3711103,0,4,4
371-3711110,0,0,0
371-3711111,0,0,0
371-3712001,16,13,29
371-3712002,16,10,26
371-3712003,26,20,46
371-3712004,33,47,80
371-3712005,30,44,74
371-3712006,16,25,41
371-3712007,14,11,25
371-3712008,5,3,8
371-3712009,12,15,27
371-3712010,15,14,29
371-3712011,17,14,31
371-3712012,9,14,23
371-3712013,14,11,25
371-3712014,0,0,0
371-3712028,21,31,52
371-3712032,19,41,60
371-3712052,9,6,15
371-3712054,23,29,52
371-3712057,37,37,74
371-3712063,7,5,12
371-3712067,12,12,24
371-3712076,29,24,53
371-3712080,12,9,21
371-3712083,20,19,39
371-3712088,23,30,53
371-3712091,48,49,97
371-3712101,6,13,19
371-3712102,28,21,49
371-3712104,16,22,38
371-3712106,9,19,28
371-3712117,22,15,37
371-3712127,15,12,27
371-3712128,53,37,90
371-3712143,10,20,30
371-3712144,8,9,17
371-3712147,17,18,35
371-3712148,14,13,27
371-3712157,28,16,44
371-3712159,8,21,29
371-3712161,19,14,33
371-3712163,20,20,40
371-3712164,35,25,60
371-3712165,33,27,60
371-3712166,24,26,50
371-3712167,32,26,58
371-3712168,22,38,60
371-3712169,25,27,52
371-3712170,23,26,49
371-3712175,22,16,38
371-3712177,27,34,61
371-3712178,25,13,38
371-3712179,17,18,35
371-3712183,26,31,57
371-3712184,22,11,33
371-3712185,19,18,37
371-3712186,15,13,28
371-3712188,23,27,50
371-3712190,12,24,36
371-3712191,29,25,54
371-3712192,31,31,62
371-3712194,28,16,44
371-3712195,33,27,60
371-3712196,12,26,38
371-3712198,26,34,60
371-3712199,20,34,54
371-3712201,27,32,59
371-3712203,42,44,86
371-3712205,21,27,48
371-3712207,23,31,54
371-3712208,25,22,47
371-3712209,20,24,44
371-3712210,30,26,56
371-3713007,16,14,30
371-3713300,15,14,29
371-3713301,17,14,31
371-3713302,9,16,25
371-3713307,9,4,13
371-3713308,13,9,22
371-3713311,20,23,43
371-3713312,9,21,30
371-3713313,15,17,32
371-3713314,14,4,18
371-3713315,13,2,15
371-3713316,10,10,20
371-3713317,18,11,29
371-3713318,7,10,17
371-3713323,14,12,26
371-3713324,28,32,60
371-3713325,31,32,63
371-3713326,33,27,60
371-3717000,1,2,3
371-3717002,0,1,1
371-3717012,3,6,9
371-3717014,2,8,10
371-3717015,3,2,5
371-3717016,1,6,7
372-3721107,0,1,1
372-3721112,1,1,2
372-3722000,19,41,60
372-3722001,15,12,27
372-3722002,21,28,49
372-3722004,43,40,83
372-3722005,22,23,45
372-3722006,31,26,57
372-3722011,6,16,22
372-3722012,21,13,34
372-3722013,15,14,29
372-3722014,10,19,29
372-3722016,33,27,60
372-3722017,39,48,87
372-3722018,24,23,47
372-3722021,31,27,58
372-3722022,9,18,27
372-3722023,13,20,33
372-3722024,23,37,60
372-3722026,0,0,0
372-3722028,15,11,26
372-3722029,20,18,38
372-3722030,30,26,56
372-3722032,35,39,74
372-3722036,15,17,32
372-3722037,49,38,87
372-3722038,16,23,39
372-3722050,14,18,32
372-3722051,21,8,29
372-3722052,55,36,91
372-3722054,31,40,71
372-3722058,13,19,32
372-3722060,20,15,35
372-3722061,12,16,28
372-3722063,31,27,58
372-3722066,15,11,26
372-3722067,12,17,29
372-3722070,37,22,59
372-3722074,10,17,27
372-3722075,18,28,46
372-3722079,9,15,24
372-3722081,19,12,31
372-3722083,26,26,52
372-3722085,16,18,34
372-3722087,14,13,27
372-3722093,13,16,29
372-3722095,33,38,71
372-3722099,27,33,60
372-3722100,10,15,25
372-3722105,23,21,44
372-3722106,17,12,29
372-3722108,18,18,36
372-3722110,16,14,30
372-3722111,13,16,29
372-3722112,8,13,21
372-3722116,15,14,29
372-3722120,5,13,18
372-3722121,19,9,28
372-3722122,10,14,24
372-3722124,7,23,30
372-3722130,8,25,33
372-3722132,22,25,47
372-3722133,25,20,45
372-3722134,16,8,24
372-3722135,19,13,32
372-3722137,34,24,58
372-3722139,13,10,23
372-3722140,7,13,20
372-3723001,18,11,29
372-3723003,11,5,16
372-3723322,18,12,30
372-3723327,19,11,30
372-3723328,8,8,16
372-3723329,10,6,16
372-3723331,47,36,83
372-3723332,19,11,30
372-3723333,13,17,30
372-3723334,11,9,20
372-3723335,9,13,22
372-3723336,11,12,23
372-3723337,17,13,30
372-3723338,14,11,25
372-3723339,14,13,27
372-3723340,22,21,43
372-3723341,29,19,48
372-3723342,22,24,46
372-3724020,8,10,18
372-3726003,0,0,0
372-3727000,0,2,2
372-3727002,5,5,10
372-3727003,2,3,5
372-3727006,3,9,12
372-3727009,2,3,5
372-3727011,0,4,4
373-3730611,0,0,0
373-3731100,0,6,6
373-3732000,30,23,53
373-3732001,43,40,83
373-3732002,29,25,54
373-3732009,44,43,87
373-3732010,20,23,43
373-3732012,29,29,58
373-3732013,27,30,57
373-3732016,50,32,82
373-3732017,21,10,31
373-3732018,12,17,29
373-3732019,6,10,16
373-3732020,10,12,22
373-3732023,22,22,44
373-3732024,25,25,50
373-3732026,27,32,59
373-3732028,23,22,45
373-3732029,20,26,46
373-3732034,28,32,60
373-3732036,29,27,56
373-3732040,25,35,60
373-3732042,45,44,89
373-3732043,12,14,26
373-3732045,25,16,41
373-3732046,43,45,88
373-3732048,17,26,43
373-3732049,29,28,57
373-3732050,45,45,90
373-3732058,40,47,87
373-3732063,30,31,61
373-3732070,32,17,49
373-3732071,63,56,119
373-3732079,41,31,72
373-3732080,18,40,58
373-3732081,15,15,30
373-3732087,43,54,97
373-3732092,26,30,56
373-3732093,46,44,90
373-3732095,32,26,58
373-3732139,21,21,42
373-3732203,12,20,32
373-3732230,41,33,74
373-3732233,25,33,58
373-3732239,39,51,90
373-3732246,40,46,86
373-3732257,28,32,60
373-3732261,23,39,62
373-3732272,17,13,30
373-3732274,47,43,90
373-3732279,30,19,49
373-3732281,32,29,61
373-3732292,14,16,30
373-3732296,22,27,49
373-3732297,21,9,30
373-3732298,19,43,62
373-3732303,42,51,93
373-3732305,14,15,29
373-3732309,35,29,64
373-3732311,13,11,24
373-3732312,16,15,31
373-3732313,29,29,58
373-3732321,27,33,60
373-3732322,24,27,51
373-3732323,29,29,58
373-3732324,18,29,47
373-3732325,32,27,59
373-3732327,31,29,60
373-3732328,3,9,12
373-3732329,19,9,28
373-3732332,26,33,59
373-3732334,16,21,37
373-3732337,31,29,60
373-3732338,24,26,50
373-3732339,26,28,54
373-3732340,41,44,85
373-3732341,30,40,70
373-3732342,15,18,33
373-3732343,23,20,43
373-3732344,43,37,80
373-3732346,30,30,60
373-3732347,31,21,52
373-3732349,26,26,52
373-3732350,24,36,60
373-3732351,13,19,32
373-3732352,40,46,86
373-3732353,41,48,89
373-3732354,33,26,59
373-3732356,51,39,90
373-3732357,45,44,89
373-3732358,41,33,74
373-3732359,23,16,39
373-3732360,5,5,10
373-3732361,24,33,57
373-3732363,26,25,51
373-3732364,36,40,76
373-3732366,28,30,58
373-3732369,36,22,58
373-3733008,38,52,90
373-3733010,11,19,30
373-3733401,17,13,30
373-3733402,32,28,60
373-3733406,12,18,30
373-3733412,23,17,40
373-3733414,16,16,32
373-3733422,20,17,37
373-3733423,15,15,30
373-3733424,22,8,30
373-3733427,16,14,30
373-3733428,16,14,30
373-3733429,24,35,59
373-3733432,23,36,59
373-3733433,30,24,54
373-3734005,7,12,19
373-3734225,28,34,62
373-3735202,7,3,10
373-3735203,9,17,26
373-3735206,11,19,30
373-3735207,22,18,40
373-3735208,18,12,30
373-3736017,0,0,0
373-3737013,2,17,19
373-3737023,8,10,18
373-3737026,8,12,20
373-3737036,4,12,16
373-3737038,0,0,0
373-3737040,0,1,1
373-3737041,0,2,2
373-3737044,0,2,2
380-3801103,2,6,8
380-3801105,0,0,0
380-3801106,0,0,0
380-3802000,19,26,45
380-3802001,34,24,58
380-3802002,38,19,57
380-3802003,18,17,35
380-3802007,28,31,59
380-3802008,30,30,60
380-3802010,25,23,48
380-3802012,41,45,86
380-3802013,15,14,29
380-3802014,23,26,49
380-3802015,19,13,32
380-3802018,34,26,60
380-3802020,30,28,58
380-3802022,14,14,28
380-3802023,27,29,56
380-3802024,42,47,89
380-3802025,20,39,59
380-3802026,28,28,56
380-3802027,32,29,61
380-3802028,48,41,89
380-3802029,43,46,89
380-3802030,14,11,25
380-3802031,13,16,29
380-3802032,24,22,46
380-3802033,10,20,30
380-3802034,45,47,92
380-3802035,25,28,53
380-3802036,39,49,88
380-3802037,26,34,60
380-3802038,44,46,90
380-3802039,0,0,0
380-3802041,39,54,93
380-3802043,37,39,76
380-3802044,25,35,60
380-3802048,29,33,62
380-3802054,30,30,60
380-3802055,19,19,38
380-3802057,32,31,63
380-3802058,27,33,60
380-3802060,42,47,89
380-3802061,36,48,84
380-3802062,29,30,59
380-3802064,15,15,30
380-3802065,26,29,55
380-3802071,35,28,63
380-3802074,39,51,90
380-3802075,43,43,86
380-3802077,10,10,20
380-3802081,5,11,16
380-3802084,26,30,56
380-3802086,37,49,86
380-3802087,23,31,54
380-3802090,27,29,56
380-3802093,36,24,60
380-3802094,29,35,64
380-3802100,12,11,23
380-3802101,16,18,34
380-3802102,31,29,60
380-3802103,14,16,30
380-3802107,28,32,60
380-3802110,25,34,59
380-3802111,25,36,61
380-3802112,12,20,32
380-3802113,37,24,61
380-3802114,18,13,31
380-3802115,19,13,32
380-3802117,19,36,55
380-3802120,26,32,58
380-3802121,14,18,32
380-3802123,24,32,56
380-3802124,25,23,48
380-3802126,3,9,12
380-3802127,12,17,29
380-3802128,27,26,53
380-3802130,1,6,7
380-3802132,15,16,31
380-3802134,5,5,10
380-3802135,20,24,44
380-3802140,28,32,60
380-3802145,30,28,58
380-3802146,34,33,67
380-3802147,11,17,28
380-3802148,20,26,46
380-3802150,33,33,66
380-3802157,6,14,20
380-3802166,14,16,30
380-3802167,9,21,30
380-3802168,19,18,37
380-3802170,29,25,54
380-3802173,15,17,32
380-3802174,33,25,58
380-3802178,26,37,63
380-3802179,44,44,88
380-3802180,29,33,62
380-3802182,32,30,62
380-3802183,27,32,59
380-3802184,17,14,31
380-3802185,22,37,59
380-3802186,30,31,61
380-3802192,23,33,56
380-3802193,34,27,61
380-3802195,48,41,89
380-3802197,21,36,57
380-3802198,31,27,58
380-3802199,33,27,60
380-3802200,16,15,31
380-3802203,31,34,65
380-3803000,46,42,88
380-3803013,31,30,61
380-3803021,15,15,30
380-3803023,29,28,57
380-3803026,22,25,47
380-3803028,14,15,29
380-3803031,18,14,32
380-3803035,9,7,16
380-3803036,22,31,53
380-3803301,14,14,28
380-3803304,14,17,31
380-3803308,24,35,59
380-3803313,28,31,59
380-3803333,17,15,32
380-3803334,18,10,28
380-3803335,22,35,57
380-3803338,27,20,47
380-3803347,14,16,30
380-3803349,11,14,25
380-3803350,28,33,61
380-3803351,14,16,30
380-3803352,16,14,30
380-3803353,9,15,24
380-3803354,10,19,29
380-3803355,18,11,29
380-3803360,21,35,56
380-3803362,31,20,51
380-3803363,27,33,60
380-3803365,29,30,59
380-3803366,17,14,31
380-3803367,18,12,30
380-3803368,15,17,32
380-3803369,21,11,32
380-3803370,20,11,31
380-3803371,12,18,30
380-3803372,20,11,31
380-3803373,10,7,17
380-3803375,14,12,26
380-3803377,41,45,86
380-3803379,31,26,57
380-3804061,29,28,57
380-3805200,39,55,94
380-3805201,12,19,31
380-3805202,13,18,31
380-3805203,9,20,29
380-3805204,24,33,57
380-3805205,24,36,60
380-3805206,21,11,32
380-3805207,10,5,15
380-3805208,30,31,61
380-3806017,0,0,0
380-3806066,0,0,0
380-3806101,0,0,0
